#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 10:06:12
# Real time (s): 1254.680
# Live time (s): 1200.000
#
# Total counts:  195605
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  328
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
729	617.968	61	0.0508333
730	618.815	50	0.0416667
731	619.661	65	0.0541667
732	620.508	59	0.0491667
733	621.355	61	0.0508333
734	622.202	56	0.0466667
735	623.048	54	0.045
736	623.895	51	0.0425
737	624.742	67	0.0558333
738	625.589	47	0.0391667
739	626.436	65	0.0541667
740	627.282	83	0.0691667
741	628.129	66	0.055
742	628.976	52	0.0433333
743	629.823	51	0.0425
744	630.669	54	0.045
745	631.516	58	0.0483333
746	632.363	56	0.0466667
747	633.210	44	0.0366667
748	634.056	63	0.0525
749	634.903	82	0.0683333
750	635.750	49	0.0408333
751	636.597	35	0.0291667
752	637.444	50	0.0416667
753	638.290	50	0.0416667
754	639.137	53	0.0441667
755	639.984	59	0.0491667
756	640.831	63	0.0525
757	641.677	62	0.0516667
758	642.524	50	0.0416667
759	643.371	55	0.0458333
760	644.218	59	0.0491667
761	645.065	60	0.05
762	645.911	46	0.0383333
763	646.758	43	0.0358333
764	647.605	55	0.0458333
765	648.452	43	0.0358333
766	649.298	49	0.0408333
767	650.145	63	0.0525
768	650.992	48	0.04
769	651.839	41	0.0341667
770	652.686	57	0.0475
771	653.532	58	0.0483333
772	654.379	65	0.0541667
773	655.226	55	0.0458333
774	656.073	59	0.0491667
775	656.919	58	0.0483333
776	657.766	48	0.04
777	658.613	49	0.0408333
778	659.460	49	0.0408333
779	660.306	49	0.0408333
780	661.153	62	0.0516667
781	662.000	48	0.04
782	662.847	60	0.05
783	663.694	64	0.0533333
784	664.540	54	0.045
785	665.387	55	0.0458333
786	666.234	35	0.0291667
787	667.081	49	0.0408333
788	667.927	43	0.0358333
789	668.774	67	0.0558333
790	669.621	53	0.0441667
791	670.468	53	0.0441667
792	671.315	45	0.0375
793	672.161	50	0.0416667
794	673.008	38	0.0316667
795	673.855	39	0.0325
796	674.702	46	0.0383333
797	675.548	63	0.0525
798	676.395	59	0.0491667
799	677.242	43	0.0358333
800	678.089	39	0.0325
801	678.936	58	0.0483333
802	679.782	47	0.0391667
803	680.629	42	0.035
804	681.476	50	0.0416667
805	682.323	49	0.0408333
806	683.169	57	0.0475
807	684.016	51	0.0425
808	684.863	40	0.0333333
809	685.710	47	0.0391667
810	686.556	48	0.04
811	687.403	48	0.04
812	688.250	55	0.0458333
813	689.097	59	0.0491667
814	689.944	51	0.0425
815	690.790	50	0.0416667
816	691.637	40	0.0333333
817	692.484	55	0.0458333
818	693.331	38	0.0316667
819	694.177	39	0.0325
820	695.024	38	0.0316667
821	695.871	48	0.04
822	696.718	37	0.0308333
823	697.565	41	0.0341667
824	698.411	51	0.0425
825	699.258	43	0.0358333
826	700.105	52	0.0433333
827	700.952	51	0.0425
828	701.798	47	0.0391667
829	702.645	40	0.0333333
830	703.492	41	0.0341667
831	704.339	47	0.0391667
832	705.186	51	0.0425
833	706.032	52	0.0433333
834	706.879	32	0.0266667
835	707.726	43	0.0358333
836	708.573	52	0.0433333
837	709.419	36	0.03
838	710.266	58	0.0483333
839	711.113	38	0.0316667
840	711.960	44	0.0366667
841	712.806	29	0.0241667
842	713.653	38	0.0316667
843	714.500	42	0.035
844	715.347	49	0.0408333
845	716.194	38	0.0316667
846	717.040	45	0.0375
847	717.887	50	0.0416667
848	718.734	41	0.0341667
849	719.581	42	0.035
850	720.427	42	0.035
851	721.274	30	0.025
852	722.121	40	0.0333333
853	722.968	41	0.0341667
854	723.815	35	0.0291667
855	724.661	39	0.0325
856	725.508	43	0.0358333
857	726.355	45	0.0375
858	727.202	47	0.0391667
859	728.048	41	0.0341667
860	728.895	35	0.0291667
861	729.742	47	0.0391667
862	730.589	46	0.0383333
863	731.436	40	0.0333333
864	732.282	46	0.0383333
865	733.129	46	0.0383333
866	733.976	33	0.0275
867	734.823	37	0.0308333
868	735.669	35	0.0291667
869	736.516	40	0.0333333
870	737.363	33	0.0275
871	738.210	44	0.0366667
872	739.056	43	0.0358333
873	739.903	43	0.0358333
874	740.750	36	0.03
875	741.597	44	0.0366667
876	742.444	53	0.0441667
877	743.290	33	0.0275
878	744.137	31	0.0258333
879	744.984	35	0.0291667
880	745.831	45	0.0375
881	746.677	42	0.035
882	747.524	37	0.0308333
883	748.371	46	0.0383333
884	749.218	29	0.0241667
885	750.065	33	0.0275
886	750.911	41	0.0341667
887	751.758	34	0.0283333
888	752.605	32	0.0266667
889	753.452	22	0.0183333
890	754.298	37	0.0308333
891	755.145	44	0.0366667
892	755.992	41	0.0341667
893	756.839	27	0.0225
894	757.686	40	0.0333333
895	758.532	36	0.03
896	759.379	28	0.0233333
897	760.226	50	0.0416667
898	761.073	41	0.0341667
899	761.919	35	0.0291667
900	762.766	35	0.0291667
901	763.613	46	0.0383333
902	764.460	47	0.0391667
903	765.306	41	0.0341667
904	766.153	34	0.0283333
905	767.000	34	0.0283333
906	767.847	36	0.03
907	768.694	50	0.0416667
908	769.540	31	0.0258333
909	770.387	32	0.0266667
910	771.234	33	0.0275
911	772.081	51	0.0425
912	772.927	30	0.025
913	773.774	38	0.0316667
914	774.621	39	0.0325
915	775.468	30	0.025
916	776.315	27	0.0225
917	777.161	22	0.0183333
918	778.008	35	0.0291667
919	778.855	26	0.0216667
920	779.702	37	0.0308333
921	780.548	43	0.0358333
922	781.395	39	0.0325
923	782.242	31	0.0258333
924	783.089	59	0.0491667
925	783.936	48	0.04
926	784.782	47	0.0391667
927	785.629	41	0.0341667
928	786.476	34	0.0283333
929	787.323	35	0.0291667
930	788.169	35	0.0291667
931	789.016	29	0.0241667
932	789.863	34	0.0283333
933	790.710	41	0.0341667
934	791.556	30	0.025
935	792.403	39	0.0325
936	793.250	26	0.0216667
937	794.097	32	0.0266667
938	794.944	33	0.0275
