#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 14:57:48
# Real time (s): 1234.220
# Live time (s): 1200.000
#
# Total counts:  2339394
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1411
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
754	639.137	301	0.250833
755	639.984	295	0.245833
756	640.831	306	0.255
757	641.677	295	0.245833
758	642.524	305	0.254167
759	643.371	308	0.256667
760	644.218	318	0.265
761	645.065	302	0.251667
762	645.911	302	0.251667
763	646.758	296	0.246667
764	647.605	315	0.2625
765	648.452	347	0.289167
766	649.298	256	0.213333
767	650.145	291	0.2425
768	650.992	306	0.255
769	651.839	272	0.226667
770	652.686	304	0.253333
771	653.532	295	0.245833
772	654.379	335	0.279167
773	655.226	302	0.251667
774	656.073	302	0.251667
775	656.919	343	0.285833
776	657.766	282	0.235
777	658.613	307	0.255833
778	659.460	329	0.274167
779	660.306	302	0.251667
780	661.153	328	0.273333
781	662.000	319	0.265833
782	662.847	301	0.250833
783	663.694	318	0.265
784	664.540	270	0.225
785	665.387	259	0.215833
786	666.234	305	0.254167
787	667.081	286	0.238333
788	667.927	261	0.2175
789	668.774	275	0.229167
790	669.621	322	0.268333
791	670.468	293	0.244167
792	671.315	293	0.244167
793	672.161	300	0.25
794	673.008	287	0.239167
795	673.855	341	0.284167
796	674.702	309	0.2575
797	675.548	305	0.254167
798	676.395	289	0.240833
799	677.242	321	0.2675
800	678.089	315	0.2625
801	678.936	270	0.225
802	679.782	297	0.2475
803	680.629	309	0.2575
804	681.476	301	0.250833
805	682.323	293	0.244167
806	683.169	289	0.240833
807	684.016	287	0.239167
808	684.863	298	0.248333
809	685.710	313	0.260833
810	686.556	304	0.253333
811	687.403	314	0.261667
812	688.250	278	0.231667
813	689.097	308	0.256667
814	689.944	290	0.241667
815	690.790	261	0.2175
816	691.637	265	0.220833
817	692.484	294	0.245
818	693.331	296	0.246667
819	694.177	294	0.245
820	695.024	281	0.234167
821	695.871	287	0.239167
822	696.718	280	0.233333
823	697.565	282	0.235
824	698.411	301	0.250833
825	699.258	289	0.240833
826	700.105	292	0.243333
827	700.952	267	0.2225
828	701.798	274	0.228333
829	702.645	287	0.239167
830	703.492	262	0.218333
831	704.339	258	0.215
832	705.186	261	0.2175
833	706.032	283	0.235833
834	706.879	236	0.196667
835	707.726	241	0.200833
836	708.573	235	0.195833
837	709.419	292	0.243333
838	710.266	264	0.22
839	711.113	220	0.183333
840	711.960	293	0.244167
841	712.806	280	0.233333
842	713.653	276	0.23
843	714.500	300	0.25
844	715.347	261	0.2175
845	716.194	245	0.204167
846	717.040	240	0.2
847	717.887	230	0.191667
848	718.734	239	0.199167
849	719.581	239	0.199167
850	720.427	254	0.211667
851	721.274	215	0.179167
852	722.121	233	0.194167
853	722.968	201	0.1675
854	723.815	221	0.184167
855	724.661	218	0.181667
856	725.508	225	0.1875
857	726.355	234	0.195
858	727.202	198	0.165
859	728.048	219	0.1825
860	728.895	235	0.195833
861	729.742	207	0.1725
862	730.589	204	0.17
863	731.436	201	0.1675
864	732.282	218	0.181667
